id,name,country,country_code,position,price,is_eliminated,photo_url,created_at,current_price,opta_name
1,Melvin Mastil,Algeria,ALG,GK,3.5,false,,2026-06-07 20:08:13.783269,3.5,
2,Aïssa Mandi,Algeria,ALG,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,A. Mandi
3,Zinéddine Belaïd,Algeria,ALG,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,Z. Belaïd
4,Ramiz Zerrouki,Algeria,ALG,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,R. Zerrouki
5,Riyad Mahrez,Algeria,ALG,FWD,6.5,false,,2026-06-07 20:08:13.783269,6.5,R. Mahrez
6,Houssem Aouar,Algeria,ALG,MID,6.0,false,,2026-06-07 20:08:13.783269,6.0,H. Aouar
7,Farès Chaïbi,Algeria,ALG,MID,6.2,false,,2026-06-07 20:08:13.783269,6.2,F. Chaïbi
8,Anis Hadj Moussa,Algeria,ALG,FWD,5.3,false,,2026-06-07 20:08:13.783269,5.3,A. Hadj Moussa
9,Ahmed Benbouali,Algeria,ALG,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,
10,Hicham Boudaoui,Algeria,ALG,MID,5.5,false,,2026-06-07 20:08:13.783269,5.5,H. Boudaoui
11,Rayan Aït-Nouri,Algeria,ALG,DEF,4.9,false,,2026-06-07 20:08:13.783269,4.9,R. Aït-Nouri
12,Mohammed Amoura,Algeria,ALG,FWD,6.2,false,,2026-06-07 20:08:13.783269,6.2,M. Amoura
13,Adil Boulbina,Algeria,ALG,FWD,4.0,false,,2026-06-07 20:08:13.783269,4.0,A. Boulbina
14,Ibrahim Maza,Algeria,ALG,MID,5.4,false,,2026-06-07 20:08:13.783269,5.4,I. Maza
15,Luca Zidane,Algeria,ALG,GK,3.8,false,,2026-06-07 20:08:13.783269,3.8,L. Zidane
16,Farès Ghedjemis,Algeria,ALG,FWD,4.4,false,,2026-06-07 20:08:13.783269,4.4,F. Ghedjemis
17,Achref Abada,Algeria,ALG,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,
18,Rafik Belghali,Algeria,ALG,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,R. Belghali
19,Ramy Bensebaini,Algeria,ALG,DEF,4.4,false,,2026-06-07 20:08:13.783269,4.4,R. Bensebaini
20,Yacine Titraoui,Algeria,ALG,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,
21,Amine Gouiri,Algeria,ALG,FWD,6.2,false,,2026-06-07 20:08:13.783269,6.2,A. Gouiri
22,Juan Musso,Argentina,ARG,GK,4.3,false,,2026-06-07 20:08:13.783269,4.3,
23,Leonardo Balerdi,Argentina,ARG,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,
24,Nicolás Tagliafico,Argentina,ARG,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,N. Tagliafico
25,Gonzalo Montiel,Argentina,ARG,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,G. Montiel
26,Leandro Paredes,Argentina,ARG,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,L. Paredes
27,Lisandro Martínez,Argentina,ARG,DEF,4.6,false,,2026-06-07 20:08:13.783269,4.6,Lisandro Martínez
28,Rodrigo De Paul,Argentina,ARG,MID,5.9,false,,2026-06-07 20:08:13.783269,5.9,R. De Paul
29,Valentín Barco,Argentina,ARG,MID,6.2,false,,2026-06-07 20:08:13.783269,6.2,V. Barco
30,Julián Alvarez,Argentina,ARG,FWD,8.6,false,,2026-06-07 20:08:13.783269,8.6,J. Alvarez
31,Lionel Messi,Argentina,ARG,FWD,10.0,false,,2026-06-07 20:08:13.783269,10.0,L. Messi
32,Giovani Lo Celso,Argentina,ARG,MID,6.2,false,,2026-06-07 20:08:13.783269,6.2,G. Lo Celso
33,Gerónimo Rulli,Argentina,ARG,GK,4.5,false,,2026-06-07 20:08:13.783269,4.5,
34,Cristian Romero,Argentina,ARG,DEF,4.9,false,,2026-06-07 20:08:13.783269,4.9,C. Romero
35,Exequiel Palacios,Argentina,ARG,MID,6.0,false,,2026-06-07 20:08:13.783269,6.0,E. Palacios
36,Thiago Almada,Argentina,ARG,FWD,6.5,false,,2026-06-07 20:08:13.783269,6.5,T. Almada
37,Giuliano Simeone,Argentina,ARG,FWD,5.6,false,,2026-06-07 20:08:13.783269,5.6,G. Simeone
38,Nicolás Otamendi,Argentina,ARG,DEF,4.4,false,,2026-06-07 20:08:13.783269,4.4,N. Otamendi
39,Alexis Mac Allister,Argentina,ARG,MID,6.6,false,,2026-06-07 20:08:13.783269,6.6,A. Mac Allister
40,José Manuel López,Argentina,ARG,FWD,5.3,false,,2026-06-07 20:08:13.783269,5.3,J. López
41,Lautaro Martínez,Argentina,ARG,FWD,8.8,false,,2026-06-07 20:08:13.783269,8.8,Lautaro Martínez
42,Emiliano Martínez,Argentina,ARG,GK,5.0,false,,2026-06-07 20:08:13.783269,6,E. Martínez
43,Enzo Fernández,Argentina,ARG,MID,7.5,false,,2026-06-07 20:08:13.783269,7.5,E. Fernández
44,Facundo Medina,Argentina,ARG,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,F. Medina
45,Nahuel Molina,Argentina,ARG,DEF,4.4,false,,2026-06-07 20:08:13.783269,4.4,N. Molina
46,Nico González,Argentina,ARG,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,N. González
47,Mathew Ryan,Australia,AUS,GK,4.1,false,,2026-06-07 20:08:13.783269,4.1,
48,Milos Degenek,Australia,AUS,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,
49,Alessandro Circati,Australia,AUS,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,A. Circati
50,Jacob Italiano,Australia,AUS,DEF,4.2,false,,2026-06-07 20:08:13.783269,4.2,J. Italiano
51,Jordan Bos,Australia,AUS,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,J. Bos
52,Jason Geria,Australia,AUS,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,J. Geria
53,Mathew Leckie,Australia,AUS,FWD,4.7,false,,2026-06-07 20:08:13.783269,4.7,M. Leckie
54,Connor Metcalfe,Australia,AUS,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,C. Metcalfe
55,Mohamed Touré,Australia,AUS,FWD,5.0,false,,2026-06-07 20:08:13.783269,5.0,M. Touré
56,Ajdin Hrustic,Australia,AUS,FWD,5.7,false,,2026-06-07 20:08:13.783269,5.7,A. Hrustić
57,Awer Mabil,Australia,AUS,FWD,5.6,false,,2026-06-07 20:08:13.783269,5.6,
58,Paul Izzo,Australia,AUS,GK,3.6,false,,2026-06-07 20:08:13.783269,3.6,
59,Aiden O'Neill,Australia,AUS,MID,5.4,false,,2026-06-07 20:08:13.783269,5.4,A. O'Neill
60,Cameron Devlin,Australia,AUS,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,
61,Kai Trewin,Australia,AUS,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,
62,Aziz Behich,Australia,AUS,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,A. Behich
63,Nestory Irankunda,Australia,AUS,FWD,5.1,false,,2026-06-07 20:08:13.783269,5.1,N. Irankunda
64,Patrick Beach,Australia,AUS,GK,3.5,false,,2026-06-07 20:08:13.783269,3.5,P. Beach
65,Harry Souttar,Australia,AUS,DEF,4.1,false,,2026-06-07 20:08:13.783269,4.1,H. Souttar
66,Cameron Burgess,Australia,AUS,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,C. Burgess
67,Jackson Irvine,Australia,AUS,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,J. Irvine
68,Nishan Velupillay,Australia,AUS,FWD,4.4,false,,2026-06-07 20:08:13.783269,4.4,N. Velupillay
69,Paul Okon,Australia,AUS,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,P. Okon-Engstler
70,Lucas Herrington,Australia,AUS,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,L. Herrington
71,Alexander Schlager,Austria,AUT,GK,4.6,false,,2026-06-07 20:08:13.783269,4.6,A. Schlager
72,David Affengruber,Austria,AUT,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,
73,Kevin Danso,Austria,AUT,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,K. Danso
74,Xaver Schlager,Austria,AUT,MID,5.5,false,,2026-06-07 20:08:13.783269,5.5,X. Schlager
75,Stefan Posch,Austria,AUT,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,S. Posch
76,Nicolas Seiwald,Austria,AUT,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,N. Seiwald
77,Marko Arnautovic,Austria,AUT,FWD,6.0,false,,2026-06-07 20:08:13.783269,6,M. Arnautović
78,David Alaba,Austria,AUT,DEF,4.6,false,,2026-06-07 20:08:13.783269,4.6,D. Alaba
79,Marcel Sabitzer,Austria,AUT,MID,6.8,false,,2026-06-07 20:08:13.783269,6.8,M. Sabitzer
80,Florian Grillitsch,Austria,AUT,MID,5.5,false,,2026-06-07 20:08:13.783269,5.5,F. Grillitsch
81,Michael Gregoritsch,Austria,AUT,FWD,6.0,false,,2026-06-07 20:08:13.783269,6.0,M. Gregoritsch
82,Florian Wiegele,Austria,AUT,GK,3.5,false,,2026-06-07 20:08:13.783269,3.5,
83,Patrick Pentz,Austria,AUT,GK,4.6,false,,2026-06-07 20:08:13.783269,4.6,
84,Sasa Kalajdzic,Austria,AUT,FWD,6.0,false,,2026-06-07 20:08:13.783269,6.0,S. Kalajdžić
85,Philipp Lienhart,Austria,AUT,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,P. Lienhart
86,Carney Chukwuemeka,Austria,AUT,MID,5.0,false,,2026-06-07 20:08:13.783269,5.0,C. Chukwuemeka
87,Romano Schmid,Austria,AUT,MID,6.0,false,,2026-06-07 20:08:13.783269,6.0,R. Schmid
88,Christoph Baumgartner,Austria,AUT,MID,6.7,false,,2026-06-07 20:08:13.783269,6.7,
89,Konrad Laimer,Austria,AUT,MID,5.8,false,,2026-06-07 20:08:13.783269,5.8,K. Laimer
90,Patrick Wimmer,Austria,AUT,FWD,6.0,false,,2026-06-07 20:08:13.783269,6.0,P. Wimmer
91,Alexander Prass,Austria,AUT,MID,4.3,false,,2026-06-07 20:08:13.783269,4.3,A. Prass
92,Marco Friedl,Austria,AUT,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,M. Friedl
93,Paul Wanner,Austria,AUT,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,P. Wanner
94,Michael Svoboda,Austria,AUT,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,
95,Alessandro Schöpf,Austria,AUT,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,
96,Phillipp Mwene,Austria,AUT,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,P. Mwene
97,Thibaut Courtois,Belgium,BEL,GK,4.9,false,,2026-06-07 20:08:13.783269,4.9,T. Courtois
98,Zeno Debast,Belgium,BEL,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,
99,Arthur Theate,Belgium,BEL,DEF,4.5,false,,2026-06-07 20:08:13.783269,4.5,A. Theate
100,Brandon Mechele,Belgium,BEL,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,B. Mechele
101,Maxim De Cuyper,Belgium,BEL,DEF,4.7,false,,2026-06-07 20:08:13.783269,4.7,M. De Cuyper
102,Axel Witsel,Belgium,BEL,MID,5.0,false,,2026-06-07 20:08:13.783269,5.0,A. Witsel
103,Kevin De Bruyne,Belgium,BEL,MID,7.5,false,,2026-06-07 20:08:13.783269,7.5,K. De Bruyne
104,Youri Tielemans,Belgium,BEL,MID,6.1,false,,2026-06-07 20:08:13.783269,6.1,Y. Tielemans
105,Romelu Lukaku,Belgium,BEL,FWD,7.4,false,,2026-06-07 20:08:13.783269,7.4,R. Lukaku
106,Leandro Trossard,Belgium,BEL,FWD,6.6,false,,2026-06-07 20:08:13.783269,6.6,L. Trossard
107,Jérémy Doku,Belgium,BEL,FWD,7.5,false,,2026-06-07 20:08:13.783269,7.5,J. Doku
108,Senne Lammens,Belgium,BEL,GK,4.6,false,,2026-06-07 20:08:13.783269,4.6,S. Lammens
109,Mike Penders,Belgium,BEL,GK,3.5,false,,2026-06-07 20:08:13.783269,3.5,
110,Dodi Lukébakio,Belgium,BEL,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,D. Lukébakio
111,Thomas Meunier,Belgium,BEL,DEF,4.8,false,,2026-06-07 20:08:13.783269,4.8,T. Meunier
112,Koni De Winter,Belgium,BEL,DEF,4.2,false,,2026-06-07 20:08:13.783269,4.2,
113,Charles De Ketelaere,Belgium,BEL,FWD,5.6,false,,2026-06-07 20:08:13.783269,5.6,C. De Ketelaere
114,Joaquin Seys,Belgium,BEL,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,J. Seys
115,Diego Moreira,Belgium,BEL,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,D. Moreira
116,Hans Vanaken,Belgium,BEL,MID,5.5,false,,2026-06-07 20:08:13.783269,5.5,H. Vanaken
117,Timothy Castagne,Belgium,BEL,DEF,4.7,false,,2026-06-07 20:08:13.783269,4.7,T. Castagne
118,Alexis Saelemaekers,Belgium,BEL,MID,5.7,false,,2026-06-07 20:08:13.783269,5.7,A. Saelemaekers
119,Nicolas Raskin,Belgium,BEL,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,N. Raskin
120,Amadou Onana,Belgium,BEL,MID,5.9,false,,2026-06-07 20:08:13.783269,5.9,A. Onana
121,Nathan Ngoy,Belgium,BEL,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,N. Ngoy
122,Matias Fernandez-Pardo,Belgium,BEL,FWD,5.6,false,,2026-06-07 20:08:13.783269,5.6,M. Fernandez-Pardo
123,Nikola Vasilj,Bosnia And Herzegovina,BIH,GK,4.0,false,,2026-06-07 20:08:13.783269,4.0,N. Vasilj
124,Nihad Mujakic,Bosnia And Herzegovina,BIH,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,
125,Dennis Hadzikadunic,Bosnia And Herzegovina,BIH,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,D. Hadžikadunić
126,Tarik Muharemovic,Bosnia And Herzegovina,BIH,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,T. Muharemović
127,Sead Kolasinac,Bosnia And Herzegovina,BIH,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,S. Kolašinac
128,Benjamin Tahirovic,Bosnia And Herzegovina,BIH,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,B. Tahirović
129,Amar Dedic,Bosnia And Herzegovina,BIH,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,A. Dedić
130,Armin Gigovic,Bosnia And Herzegovina,BIH,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,A. Gigović
131,Samed Bazdar,Bosnia And Herzegovina,BIH,FWD,4.5,false,,2026-06-07 20:08:13.783269,4.5,
132,Ermedin Demirovic,Bosnia And Herzegovina,BIH,FWD,6.2,false,,2026-06-07 20:08:13.783269,6.2,E. Demirović
133,Edin Dzeko,Bosnia And Herzegovina,BIH,FWD,6.1,false,,2026-06-07 20:08:13.783269,6.1,E. Džeko
134,Ivan Basic,Bosnia And Herzegovina,BIH,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,I. Bašić
135,Ivan Sunjic,Bosnia And Herzegovina,BIH,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,I. Šunjić
136,Amar Memic,Bosnia And Herzegovina,BIH,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,A. Memić
137,Amir Hadziahmetovic,Bosnia And Herzegovina,BIH,MID,5.5,false,,2026-06-07 20:08:13.783269,5.5,A. Hadžiahmetović
138,Dzenis Burnic,Bosnia And Herzegovina,BIH,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,D. Burnić
139,Nikola Katic,Bosnia And Herzegovina,BIH,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,N. Katić
140,Kerim Alajbegovic,Bosnia And Herzegovina,BIH,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,K. Alajbegović
141,Esmir Bajraktarevic,Bosnia And Herzegovina,BIH,FWD,4.7,false,,2026-06-07 20:08:13.783269,4.7,E. Bajraktarević
142,Stjepan Radeljic,Bosnia And Herzegovina,BIH,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,S. Radeljić
143,Martin Zlomislic,Bosnia And Herzegovina,BIH,GK,3.5,false,,2026-06-07 20:08:13.783269,3.5,
144,Haris Tabakovic,Bosnia And Herzegovina,BIH,FWD,5.1,false,,2026-06-07 20:08:13.783269,5.1,H. Tabaković
145,Nidal Celik,Bosnia And Herzegovina,BIH,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,
146,Jovo Lukic,Bosnia And Herzegovina,BIH,FWD,5.6,false,,2026-06-07 20:08:13.783269,5.6,J. Lukić
147,Ermin Mahmic,Bosnia And Herzegovina,BIH,MID,4.2,false,,2026-06-07 20:08:13.783269,4.2,E. Mahmić
148,Alisson Becker,Brazil,BRA,GK,5.0,false,,2026-06-07 20:08:13.783269,5,Alisson Becker
149,Wesley,Brazil,BRA,DEF,4.5,false,,2026-06-07 20:08:13.783269,4.5,
150,Gabriel Magalhães,Brazil,BRA,DEF,5.5,false,,2026-06-07 20:08:13.783269,5.5,Gabriel Magalhães
151,Alex Sandro,Brazil,BRA,DEF,4.5,false,,2026-06-07 20:08:13.783269,4.5,Alex Sandro
152,Vinícius Júnior,Brazil,BRA,FWD,10.0,false,,2026-06-07 20:08:13.783269,10,Vinícius Júnior
153,Bruno Guimarães,Brazil,BRA,MID,6.8,false,,2026-06-07 20:08:13.783269,6.8,Bruno Guimarães
154,Matheus Cunha,Brazil,BRA,FWD,7.3,false,,2026-06-07 20:08:13.783269,7.3,Matheus Cunha
155,Neymar,Brazil,BRA,FWD,7.2,false,,2026-06-07 20:08:13.783269,7.2,Neymar
156,Weverton,Brazil,BRA,GK,4.5,false,,2026-06-07 20:08:13.783269,4.5,
157,Danilo,Brazil,BRA,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,Danilo
158,Bremer,Brazil,BRA,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,
159,Douglas Santos,Brazil,BRA,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,Douglas Santos
160,Endrick,Brazil,BRA,FWD,5.5,false,,2026-06-07 20:08:13.783269,5.5,Endrick
161,Luiz Henrique,Brazil,BRA,FWD,6.1,false,,2026-06-07 20:08:13.783269,6.1,Luiz Henrique
162,Gabriel Martinelli,Brazil,BRA,FWD,6.5,false,,2026-06-07 20:08:13.783269,6.5,Gabriel Martinelli
163,Ederson,Brazil,BRA,GK,5.0,false,,2026-06-07 20:08:13.783269,5,Éderson Silva
164,Ibañez,Brazil,BRA,DEF,4.4,false,,2026-06-07 20:08:13.783269,4.4,Roger Ibañez
165,Igor Thiago,Brazil,BRA,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,Igor Thiago
166,Rayan,Brazil,BRA,FWD,5.6,false,,2026-06-07 20:08:13.783269,5.6,Rayan
167,Léo Pereira,Brazil,BRA,DEF,4.2,false,,2026-06-07 20:08:13.783269,4.2,
168,Marquinhos,Brazil,BRA,DEF,5.2,false,,2026-06-07 20:08:13.783269,5.2,Marquinhos
169,Casemiro,Brazil,BRA,MID,6.3,false,,2026-06-07 20:08:13.783269,6.3,Casemiro
170,Raphinha,Brazil,BRA,FWD,8.2,false,,2026-06-07 20:08:13.783269,8.2,Raphinha
171,Fabinho,Brazil,BRA,MID,5.2,false,,2026-06-07 20:08:13.783269,5.2,Fabinho
172,Lucas Paquetá,Brazil,BRA,MID,6.5,false,,2026-06-07 20:08:13.783269,6.5,Lucas Paquetá
173,Dayne St. Clair,Canada,CAN,GK,3.8,false,,2026-06-07 20:08:13.783269,3.8,
174,Alistair Johnston,Canada,CAN,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,A. Johnston
175,Luc De Fougerolles,Canada,CAN,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,L. De Fougerolles
176,Joel Waterman,Canada,CAN,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,
177,Mathieu Choinière,Canada,CAN,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,M. Choinière
178,Stephen Eustaquio,Canada,CAN,MID,5.0,false,,2026-06-07 20:08:13.783269,5.0,S. Eustaquio
179,Ismaël Koné,Canada,CAN,MID,6.0,false,,2026-06-07 20:08:13.783269,6.0,I. Koné
180,Cyle Larin,Canada,CAN,FWD,6.2,false,,2026-06-07 20:08:13.783269,6.2,C. Larin
181,Jonathan David,Canada,CAN,FWD,7.0,false,,2026-06-07 20:08:13.783269,7.0,J. David
182,Liam Millar,Canada,CAN,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,L. Millar
183,Derek Cornelius,Canada,CAN,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,D. Cornelius
184,Jacob Shaffelburg,Canada,CAN,MID,5.2,false,,2026-06-07 20:08:13.783269,5.2,J. Shaffelburg
185,Moïse Bombito,Canada,CAN,DEF,4.1,false,,2026-06-07 20:08:13.783269,4.1,M. Bombito
186,Maxime Crépeau,Canada,CAN,GK,4.0,false,,2026-06-07 20:08:13.783269,4.0,M. Crépeau
187,Tajon Buchanan,Canada,CAN,FWD,5.5,false,,2026-06-07 20:08:13.783269,5.5,T. Buchanan
188,Owen Goodman,Canada,CAN,GK,3.5,false,,2026-06-07 20:08:13.783269,3.5,
189,Alphonso Davies,Canada,CAN,DEF,4.9,false,,2026-06-07 20:08:13.783269,4.9,A. Davies
190,Ali Ahmed,Canada,CAN,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,A. Ahmed
191,Jonathan Osorio,Canada,CAN,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,J. Osorio
192,Niko Sigur,Canada,CAN,DEF,4.9,false,,2026-06-07 20:08:13.783269,4.9,N. Sigur
193,Promise David,Canada,CAN,FWD,5.4,false,,2026-06-07 20:08:13.783269,5.4,P. David
194,Nathan Saliba,Canada,CAN,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,N. Saliba
195,Marcelo Flores,Canada,CAN,MID,5.7,false,,2026-06-07 20:08:13.783269,5.7,
196,Alfie Jones,Canada,CAN,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,
197,Tani Oluwaseyi,Canada,CAN,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,T. Oluwaseyi
198,Richie Laryea,Canada,CAN,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,R. Laryea
199,Yahia Fofana,Côte D'Ivoire,CIV,GK,4.2,false,,2026-06-07 20:08:13.783269,4.2,Y. Fofana
200,Ousmane Diomande,Côte D'Ivoire,CIV,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,O. Diomande
201,Ghislain Konan,Côte D'Ivoire,CIV,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,G. Konan
202,Jean Michaël Seri,Côte D'Ivoire,CIV,MID,5.5,false,,2026-06-07 20:08:13.783269,5.5,J. Seri
203,Wilfried Singo,Côte D'Ivoire,CIV,DEF,4.4,false,,2026-06-07 20:08:13.783269,4.4,W. Singo
204,Seko Fofana,Côte D'Ivoire,CIV,MID,6.8,false,,2026-06-07 20:08:13.783269,6.8,S. Fofana
205,Odilon Kossounou,Côte D'Ivoire,CIV,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,O. Kossounou
206,Franck Kessie,Côte D'Ivoire,CIV,MID,5.9,false,,2026-06-07 20:08:13.783269,5.9,F. Kessie
207,Ange-Yoan Bonny,Côte D'Ivoire,CIV,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,A. Bonny
208,Simon Adingra,Côte D'Ivoire,CIV,FWD,5.6,false,,2026-06-07 20:08:13.783269,5.6,S. Adingra
209,Yan Diomande,Côte D'Ivoire,CIV,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,Y. Diomande
210,Elye Wahi,Côte D'Ivoire,CIV,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,E. Wahi
211,Oumar Diakité,Côte D'Ivoire,CIV,FWD,5.3,false,,2026-06-07 20:08:13.783269,5.3,O. Diakité
212,Amad Diallo,Côte D'Ivoire,CIV,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,A. Diallo
213,Mohamed Koné,Côte D'Ivoire,CIV,GK,3.7,false,,2026-06-07 20:08:13.783269,3.7,
214,Guéla Doué,Côte D'Ivoire,CIV,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,G. Doué
215,Ibrahim Sangaré,Côte D'Ivoire,CIV,MID,5.8,false,,2026-06-07 20:08:13.783269,5.8,I. Sangaré
216,Nicolas Pépé,Côte D'Ivoire,CIV,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,N. Pépé
217,Emmanuel Agbadou,Côte D'Ivoire,CIV,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,E. Agbadou
218,Evan Ndicka,Côte D'Ivoire,CIV,DEF,4.4,false,,2026-06-07 20:08:13.783269,4.4,
219,Evann Guessand,Côte D'Ivoire,CIV,FWD,5.3,false,,2026-06-07 20:08:13.783269,5.3,E. Guessand
220,Alban Lafont,Côte D'Ivoire,CIV,GK,4.1,false,,2026-06-07 20:08:13.783269,4.1,
221,Bazoumana Touré,Côte D'Ivoire,CIV,FWD,4.5,false,,2026-06-07 20:08:13.783269,4.5,B. Touré
222,Parfait Guiagon,Côte D'Ivoire,CIV,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,
223,Christ Inao Oulaï,Côte D'Ivoire,CIV,MID,4.6,false,,2026-06-07 20:08:13.783269,4.6,C. Inao Oulaï
224,Lionel Mpasi,Congo DR,COD,GK,4.0,false,,2026-06-07 20:08:13.783269,4.0,L. Mpasi
225,Aaron Wan-Bissaka,Congo DR,COD,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,A. Wan-Bissaka
226,Steve Kapuadi,Congo DR,COD,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,S. Kapuadi
227,Axel Tuanzebe,Congo DR,COD,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,A. Tuanzebe
228,Dylan Batubinsika,Congo DR,COD,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,
229,Ngal'ayel Mukau,Congo DR,COD,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,N. Mukau
230,Nathanaël Mbuku,Congo DR,COD,MID,4.5,false,,2026-06-07 20:08:13.783269,4.5,N. Mbuku
231,Samuel Moutoussamy,Congo DR,COD,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,S. Moutoussamy
232,Brian Cipenga,Congo DR,COD,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,B. Cipenga
233,Théo Bongonda,Congo DR,COD,MID,6.2,false,,2026-06-07 20:08:13.783269,6.2,T. Bongonda
234,Gaël Kakuta,Congo DR,COD,FWD,4.6,false,,2026-06-07 20:08:13.783269,4.6,
235,Joris Kayembe,Congo DR,COD,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,J. Kayembe
236,Meschack Elia,Congo DR,COD,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,M. Elia
237,Noah Sadiki,Congo DR,COD,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,N. Sadiki
238,Aaron Tshibola,Congo DR,COD,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,
